,two_qubit_reduction,one_qubit_reduction,cx_count_out,cx_count_in,one_qubit_count_out,one_qubit_count_in,n_qubits,n_rep,non_matching_cx,time_diff,arch,algorithm,n_pgs,max_legs
0,0.5130434782608696,-0.2,112,230,60,50,4,0,0,0.5240771770477295,line,divide_fast,10,1.0
1,0.5565217391304348,-0.2,102,230,60,50,4,0,0,0.28291773796081543,line,divide_gauss,10,1.0
2,0.7206896551724138,0.1,81,290,45,50,4,1,0,0.03525900840759277,line,divide_fast,10,1.0
3,0.7206896551724138,0.1,81,290,45,50,4,1,0,0.18958306312561035,line,divide_gauss,10,1.0
4,0.18666666666666668,0.0,122,150,50,50,4,2,0,0.042440176010131836,line,divide_fast,10,1.0
5,0.18666666666666668,0.0,122,150,50,50,4,2,0,0.23965716361999512,line,divide_gauss,10,1.0
6,0.46153846153846156,0.2,70,130,40,50,4,3,0,0.036431074142456055,line,divide_fast,10,1.0
7,0.46153846153846156,0.2,70,130,40,50,4,3,0,0.16648101806640625,line,divide_gauss,10,1.0
8,0.7619047619047619,0.0,50,210,50,50,4,4,0,0.04036903381347656,line,divide_fast,10,1.0
9,0.7619047619047619,0.0,50,210,50,50,4,4,0,0.22475504875183105,line,divide_gauss,10,1.0
10,0.34285714285714286,0.1,92,140,45,50,4,5,0,0.04745006561279297,line,divide_fast,10,1.0
11,0.34285714285714286,0.1,92,140,45,50,4,5,0,0.32519030570983887,line,divide_gauss,10,1.0
12,0.3333333333333333,-0.1,140,210,55,50,4,6,0,0.06814217567443848,line,divide_fast,10,1.0
13,0.38095238095238093,-0.1,130,210,55,50,4,6,0,0.32736897468566895,line,divide_gauss,10,1.0
14,0.6,0.3,72,180,35,50,4,7,0,0.04400205612182617,line,divide_fast,10,1.0
15,0.6,0.3,72,180,35,50,4,7,0,0.20747900009155273,line,divide_gauss,10,1.0
16,0.23076923076923078,-0.3,200,260,65,50,4,8,0,0.07387113571166992,line,divide_fast,10,1.0
17,0.5,-0.3,130,260,65,50,4,8,0,0.32059311866760254,line,divide_gauss,10,1.0
18,0.7,0.1,42,140,45,50,4,9,0,0.03633999824523926,line,divide_fast,10,1.0
19,0.7,0.1,42,140,45,50,4,9,0,0.19988584518432617,line,divide_gauss,10,1.0
20,0.6,0.3,72,180,35,50,4,10,0,0.02739095687866211,line,divide_fast,10,1.0
21,0.6,0.3,72,180,35,50,4,10,0,0.1437520980834961,line,divide_gauss,10,1.0
22,0.6888888888888889,0.0,84,270,50,50,4,11,0,0.04948616027832031,line,divide_fast,10,1.0
23,0.6888888888888889,0.0,84,270,50,50,4,11,0,0.23166489601135254,line,divide_gauss,10,1.0
24,0.3333333333333333,0.0,140,210,50,50,4,12,0,0.053472042083740234,line,divide_fast,10,1.0
25,0.580952380952381,0.0,88,210,50,50,4,12,0,0.2424919605255127,line,divide_gauss,10,1.0
26,0.5863636363636363,0.0,91,220,50,50,4,13,0,0.05336618423461914,line,divide_fast,10,1.0
27,0.6090909090909091,0.0,86,220,50,50,4,13,0,0.23242616653442383,line,divide_gauss,10,1.0
28,0.7777777777777778,0.1,40,180,45,50,4,14,0,0.038297176361083984,line,divide_fast,10,1.0
29,0.7777777777777778,0.1,40,180,45,50,4,14,0,0.1974782943725586,line,divide_gauss,10,1.0
30,0.23529411764705882,-0.1,130,170,55,50,4,15,0,0.058073997497558594,line,divide_fast,10,1.0
31,0.23529411764705882,-0.1,130,170,55,50,4,15,0,0.2867441177368164,line,divide_gauss,10,1.0
32,0.29411764705882354,-0.2,120,170,60,50,4,16,0,0.05752682685852051,line,divide_fast,10,1.0
33,0.29411764705882354,-0.2,120,170,60,50,4,16,0,0.3817768096923828,line,divide_gauss,10,1.0
34,0.8419354838709677,0.2,49,310,40,50,4,17,0,0.03826308250427246,line,divide_fast,10,1.0
35,0.7354838709677419,0.2,82,310,40,50,4,17,0,0.18492913246154785,line,divide_gauss,10,1.0
36,0.4444444444444444,0.1,50,90,45,50,4,18,0,0.04251885414123535,line,divide_fast,10,1.0
37,0.4444444444444444,0.1,50,90,45,50,4,18,0,0.20027685165405273,line,divide_gauss,10,1.0
38,0.5652173913043478,0.3,100,230,35,50,4,19,0,0.0418248176574707,line,divide_fast,10,1.0
39,0.5652173913043478,0.3,100,230,35,50,4,19,0,0.19855308532714844,line,divide_gauss,10,1.0
40,0.7,0.1,42,140,45,50,4,0,0,0.03762483596801758,circle,divide_fast,10,1.0
41,0.7,0.1,42,140,45,50,4,0,0,0.22913908958435059,circle,divide_gauss,10,1.0
42,0.56,0.0,44,100,50,50,4,1,0,0.04766702651977539,circle,divide_fast,10,1.0
43,0.56,0.0,44,100,50,50,4,1,0,0.2460339069366455,circle,divide_gauss,10,1.0
44,0.5578947368421052,0.0,84,190,50,50,4,2,0,0.05071520805358887,circle,divide_fast,10,1.0
45,0.6631578947368421,0.0,64,190,50,50,4,2,0,0.2973208427429199,circle,divide_gauss,10,1.0
46,0.6142857142857143,0.1,54,140,45,50,4,3,0,0.05229997634887695,circle,divide_fast,10,1.0
47,0.6142857142857143,0.1,54,140,45,50,4,3,0,0.21985268592834473,circle,divide_gauss,10,1.0
48,0.54,0.0,92,200,50,50,4,4,0,0.11902904510498047,circle,divide_fast,10,1.0
49,0.58,0.0,84,200,50,50,4,4,0,0.4447481632232666,circle,divide_gauss,10,1.0
50,0.2923076923076923,0.0,92,130,50,50,4,5,0,0.1608130931854248,circle,divide_fast,10,1.0
51,0.2923076923076923,0.0,92,130,50,50,4,5,0,0.6386251449584961,circle,divide_gauss,10,1.0
52,0.69,0.0,62,200,50,50,4,6,0,0.06248807907104492,circle,divide_fast,10,1.0
53,0.69,0.0,62,200,50,50,4,6,0,0.29584574699401855,circle,divide_gauss,10,1.0
54,0.775,0.3,54,240,35,50,4,7,0,0.040676116943359375,circle,divide_fast,10,1.0
55,0.775,0.3,54,240,35,50,4,7,0,0.17991304397583008,circle,divide_gauss,10,1.0
56,0.58,-0.2,84,200,60,50,4,8,0,0.10209417343139648,circle,divide_fast,10,1.0
57,0.58,-0.2,84,200,60,50,4,8,0,0.42381978034973145,circle,divide_gauss,10,1.0
58,0.4588235294117647,0.3,92,170,35,50,4,9,0,0.050367116928100586,circle,divide_fast,10,1.0
59,0.4588235294117647,0.3,92,170,35,50,4,9,0,0.23911213874816895,circle,divide_gauss,10,1.0
60,0.37222222222222223,0.0,113,180,50,50,4,10,0,0.08326125144958496,circle,divide_fast,10,1.0
61,0.4888888888888889,0.0,92,180,50,50,4,10,0,0.27675414085388184,circle,divide_gauss,10,1.0
62,0.4,0.1,72,120,45,50,4,11,0,0.04657912254333496,circle,divide_fast,10,1.0
63,0.4,0.1,72,120,45,50,4,11,0,0.31095337867736816,circle,divide_gauss,10,1.0
64,0.5619047619047619,-0.2,92,210,60,50,4,12,0,0.09534096717834473,circle,divide_fast,10,1.0
65,0.5619047619047619,-0.2,92,210,60,50,4,12,0,0.40846705436706543,circle,divide_gauss,10,1.0
66,0.5263157894736842,0.1,90,190,45,50,4,13,0,0.04619598388671875,circle,divide_fast,10,1.0
67,0.47368421052631576,0.1,100,190,45,50,4,13,0,0.2135303020477295,circle,divide_gauss,10,1.0
68,0.6,0.3,72,180,35,50,4,14,0,0.04381060600280762,circle,divide_fast,10,1.0
69,0.6,0.3,72,180,35,50,4,14,0,0.1760561466217041,circle,divide_gauss,10,1.0
70,0.5631578947368421,0.0,83,190,50,50,4,15,0,0.05504894256591797,circle,divide_fast,10,1.0
71,0.5894736842105263,0.0,78,190,50,50,4,15,0,0.3556962013244629,circle,divide_gauss,10,1.0
72,0.6181818181818182,0.2,84,220,40,50,4,16,0,0.04137992858886719,circle,divide_fast,10,1.0
73,0.6181818181818182,0.2,84,220,40,50,4,16,0,0.17901206016540527,circle,divide_gauss,10,1.0
74,0.35789473684210527,-0.1,122,190,55,50,4,17,0,0.05373072624206543,circle,divide_fast,10,1.0
75,0.6,-0.1,76,190,55,50,4,17,0,0.2940502166748047,circle,divide_gauss,10,1.0
76,0.23076923076923078,-0.1,100,130,55,50,4,18,0,0.0807340145111084,circle,divide_fast,10,1.0
77,0.23076923076923078,-0.1,100,130,55,50,4,18,0,0.5463809967041016,circle,divide_gauss,10,1.0
78,0.55,0.0,72,160,50,50,4,19,0,0.06480884552001953,circle,divide_fast,10,1.0
79,0.6125,0.0,62,160,50,50,4,19,0,0.4204597473144531,circle,divide_gauss,10,1.0
80,0.7157894736842105,0.1,54,190,45,50,4,0,0,0.05460190773010254,fully_connected,divide_fast,10,1.0
81,0.7526315789473684,0.1,47,190,45,50,4,0,0,0.2774808406829834,fully_connected,divide_gauss,10,1.0
82,0.4666666666666667,0.0,64,120,50,50,4,1,0,0.051724910736083984,fully_connected,divide_fast,10,1.0
83,0.4666666666666667,0.0,64,120,50,50,4,1,0,0.6069629192352295,fully_connected,divide_gauss,10,1.0
84,0.4,-0.3,102,170,65,50,4,2,0,0.16015267372131348,fully_connected,divide_fast,10,1.0
85,0.4,-0.3,102,170,65,50,4,2,0,0.5170278549194336,fully_connected,divide_gauss,10,1.0
86,0.575,0.0,68,160,50,50,4,3,0,0.058537960052490234,fully_connected,divide_fast,10,1.0
87,0.575,0.0,68,160,50,50,4,3,0,0.4194071292877197,fully_connected,divide_gauss,10,1.0
88,0.509090909090909,0.1,54,110,45,50,4,4,0,0.04823708534240723,fully_connected,divide_fast,10,1.0
89,0.509090909090909,0.1,54,110,45,50,4,4,0,0.2315380573272705,fully_connected,divide_gauss,10,1.0
90,0.5333333333333333,0.1,70,150,45,50,4,5,0,0.04366326332092285,fully_connected,divide_fast,10,1.0
91,0.5333333333333333,0.1,70,150,45,50,4,5,0,0.30012011528015137,fully_connected,divide_gauss,10,1.0
92,0.5214285714285715,0.0,67,140,50,50,4,6,0,0.14592266082763672,fully_connected,divide_fast,10,1.0
93,0.4142857142857143,0.0,82,140,50,50,4,6,0,0.43679118156433105,fully_connected,divide_gauss,10,1.0
94,0.59375,0.1,65,160,45,50,4,7,0,0.04194903373718262,fully_connected,divide_fast,10,1.0
95,0.55,0.1,72,160,45,50,4,7,0,0.22012901306152344,fully_connected,divide_gauss,10,1.0
96,0.65,0.1,42,120,45,50,4,8,0,0.04543304443359375,fully_connected,divide_fast,10,1.0
97,0.65,0.1,42,120,45,50,4,8,0,0.21970200538635254,fully_connected,divide_gauss,10,1.0
98,0.4235294117647059,-0.1,98,170,55,50,4,9,0,0.0755457878112793,fully_connected,divide_fast,10,1.0
99,0.38823529411764707,-0.1,104,170,55,50,4,9,0,0.31705808639526367,fully_connected,divide_gauss,10,1.0
100,0.6764705882352942,0.1,55,170,45,50,4,10,0,0.08564901351928711,fully_connected,divide_fast,10,1.0
101,0.6352941176470588,0.1,62,170,45,50,4,10,0,0.24372458457946777,fully_connected,divide_gauss,10,1.0
102,0.5272727272727272,-0.2,52,110,60,50,4,11,0,0.06991410255432129,fully_connected,divide_fast,10,1.0
103,0.5272727272727272,-0.2,52,110,60,50,4,11,0,0.29037904739379883,fully_connected,divide_gauss,10,1.0
104,0.5111111111111111,0.2,44,90,40,50,4,12,0,0.030744075775146484,fully_connected,divide_fast,10,1.0
105,0.5111111111111111,0.2,44,90,40,50,4,12,0,0.15815973281860352,fully_connected,divide_gauss,10,1.0
106,0.52,-0.2,72,150,60,50,4,13,0,0.18100190162658691,fully_connected,divide_fast,10,1.0
107,0.52,-0.2,72,150,60,50,4,13,0,0.3307368755340576,fully_connected,divide_gauss,10,1.0
108,0.6125,0.1,62,160,45,50,4,14,0,0.044058799743652344,fully_connected,divide_fast,10,1.0
109,0.6625,0.1,54,160,45,50,4,14,0,0.28739190101623535,fully_connected,divide_gauss,10,1.0
110,0.675,0.2,65,200,40,50,4,15,0,0.05056929588317871,fully_connected,divide_fast,10,1.0
111,0.69,0.2,62,200,40,50,4,15,0,0.25661587715148926,fully_connected,divide_gauss,10,1.0
112,0.725,0.1,44,160,45,50,4,16,0,0.07858872413635254,fully_connected,divide_fast,10,1.0
113,0.7,0.1,48,160,45,50,4,16,0,0.37342095375061035,fully_connected,divide_gauss,10,1.0
114,0.14285714285714285,0.1,60,70,45,50,4,17,0,0.09625911712646484,fully_connected,divide_fast,10,1.0
115,0.14285714285714285,0.1,60,70,45,50,4,17,0,0.5306251049041748,fully_connected,divide_gauss,10,1.0
116,0.76875,0.3,37,160,35,50,4,18,0,0.03489112854003906,fully_connected,divide_fast,10,1.0
117,0.725,0.3,44,160,35,50,4,18,0,0.1731243133544922,fully_connected,divide_gauss,10,1.0
118,0.65,0.0,56,160,50,50,4,19,0,0.04993915557861328,fully_connected,divide_fast,10,1.0
119,0.65,0.0,56,160,50,50,4,19,0,0.2713358402252197,fully_connected,divide_gauss,10,1.0
120,0.5824561403508772,0.36666666666666664,238,570,95,150,4,0,0,0.10376691818237305,line,divide_fast,30,1.0
121,0.6175438596491228,0.36666666666666664,218,570,95,150,4,0,0,0.5094799995422363,line,divide_gauss,30,1.0
122,0.7438356164383562,0.4,187,730,90,150,4,1,0,0.09128403663635254,line,divide_fast,30,1.0
123,0.7232876712328767,0.4,202,730,90,150,4,1,0,0.4303858280181885,line,divide_gauss,30,1.0
124,0.5306122448979592,0.16666666666666666,230,490,125,150,4,2,0,0.13060903549194336,line,divide_fast,30,1.0
125,0.5306122448979592,0.16666666666666666,230,490,125,150,4,2,0,0.6408812999725342,line,divide_gauss,30,1.0
126,0.5824561403508772,0.2,238,570,120,150,4,3,0,0.11387491226196289,line,divide_fast,30,1.0
127,0.5824561403508772,0.2,238,570,120,150,4,3,0,0.6855850219726562,line,divide_gauss,30,1.0
128,0.6264705882352941,0.4,254,680,90,150,4,4,0,0.11276912689208984,line,divide_fast,30,1.0
129,0.6779411764705883,0.4,219,680,90,150,4,4,0,0.5279450416564941,line,divide_gauss,30,1.0
130,0.6253968253968254,0.13333333333333333,236,630,130,150,4,5,0,0.15311312675476074,line,divide_fast,30,1.0
131,0.6174603174603175,0.13333333333333333,241,630,130,150,4,5,0,0.8032591342926025,line,divide_gauss,30,1.0
132,0.5105263157894737,0.3,279,570,105,150,4,6,0,0.12842178344726562,line,divide_fast,30,1.0
133,0.519298245614035,0.3,274,570,105,150,4,6,0,0.5321509838104248,line,divide_gauss,30,1.0
134,0.48983050847457626,0.2,301,590,120,150,4,7,0,0.11550092697143555,line,divide_fast,30,1.0
135,0.44745762711864406,0.2,326,590,120,150,4,7,0,0.5876049995422363,line,divide_gauss,30,1.0
