,two_qubit_reduction,one_qubit_reduction,cx_count_out,cx_count_in,one_qubit_count_out,one_qubit_count_in,n_qubits,n_rep,non_matching_cx,time_diff,arch,algorithm,p_edge,circ_reps
5202,0.9142156862745098,-0.4,105,1224,189,135,9,0,41,0.13834810256958008,line,pyzx,0.9,3
5203,0.8406862745098039,0.5407407407407407,195,1224,62,135,9,0,100,0.08039617538452148,line,tket,0.9,3
5204,0.5360134003350083,0.0,554,1194,132,132,9,1,0,1.013786792755127,line,divide_fast,0.9,3
5205,0.22613065326633167,0.0,552,1194,132,132,9,1,114,3.247725009918213,line,pauli_opt,0.9,3
5206,0.8793969849246231,-0.4318181818181818,144,1194,189,132,9,1,50,0.14452004432678223,line,pyzx,0.9,3
5207,0.8132328308207705,0.5303030303030303,223,1194,62,132,9,1,103,0.07287883758544922,line,tket,0.9,3
5208,0.6718213058419243,0.0,382,1164,129,129,9,2,0,0.9232678413391113,line,divide_fast,0.9,3
5209,0.2920962199312715,0.0,536,1164,129,129,9,2,78,3.343898057937622,line,pauli_opt,0.9,3
5210,0.8694158075601375,-0.813953488372093,152,1164,234,129,9,2,91,0.13033604621887207,line,pyzx,0.9,3
5211,0.788659793814433,0.4806201550387597,246,1164,67,129,9,2,167,0.0870659351348877,line,tket,0.9,3
5212,0.6321499013806706,0.0,373,1014,120,120,9,3,0,0.938183069229126,line,divide_fast,0.9,3
5213,0.2781065088757396,0.0,492,1014,120,120,9,3,90,3.148326873779297,line,pauli_opt,0.9,3
5214,0.8037475345167653,-1.275,199,1014,273,120,9,3,106,0.13892292976379395,line,pyzx,0.9,3
5215,0.6094674556213018,0.4666666666666667,396,1014,64,120,9,3,208,0.12422800064086914,line,tket,0.9,3
5216,0.45660749506903353,0.0,551,1014,120,120,9,4,0,0.8649108409881592,line,divide_fast,0.9,3
5217,0.23274161735700197,0.0,466,1014,120,120,9,4,66,3.2396321296691895,line,pauli_opt,0.9,3
5218,0.7702169625246549,-1.2583333333333333,233,1014,271,120,9,4,142,0.14658904075622559,line,pyzx,0.9,3
5219,0.6005917159763313,0.48333333333333334,405,1014,62,120,9,4,207,0.12795305252075195,line,tket,0.9,3
5220,0.6446886446886447,0.0,388,1092,123,123,9,5,0,0.8574976921081543,line,divide_fast,0.9,3
5221,0.20146520146520147,0.0,548,1092,123,123,9,5,84,3.331840991973877,line,pauli_opt,0.9,3
5222,0.8708791208791209,-0.7804878048780488,141,1092,219,123,9,5,118,0.14738774299621582,line,pyzx,0.9,3
5223,0.6538461538461539,0.4715447154471545,378,1092,65,123,9,5,242,0.11021614074707031,line,tket,0.9,3
5224,0.6439393939393939,0.0,376,1056,123,123,9,6,0,0.867163896560669,line,divide_fast,0.9,3
5225,0.1875,0.0,474,1056,123,123,9,6,96,2.9697749614715576,line,pauli_opt,0.9,3
5226,0.8191287878787878,-0.9024390243902439,191,1056,234,123,9,6,119,0.1369647979736328,line,pyzx,0.9,3
5227,0.7670454545454546,0.4878048780487805,246,1056,63,123,9,6,69,0.08917832374572754,line,tket,0.9,3
5228,0.4185606060606061,0.0,614,1056,117,117,9,7,0,0.8547079563140869,line,divide_fast,0.9,3
5229,0.26704545454545453,0.0,522,1056,117,117,9,7,54,3.272258996963501,line,pauli_opt,0.9,3
5230,0.8039772727272727,-1.4957264957264957,207,1056,292,117,9,7,137,0.13550186157226562,line,pyzx,0.9,3
5231,0.6505681818181818,0.4700854700854701,369,1056,62,117,9,7,261,0.12573790550231934,line,tket,0.9,3
5232,0.42905982905982903,0.0,668,1170,126,126,9,8,0,0.9866812229156494,line,divide_fast,0.9,3
5233,0.4444444444444444,0.0,650,1170,126,126,9,8,0,3.375396728515625,line,pauli_opt,0.9,3
5234,0.8829059829059829,-0.5238095238095238,137,1170,192,126,9,8,90,0.13683390617370605,line,pyzx,0.9,3
5235,0.7623931623931623,0.46825396825396826,278,1170,67,126,9,8,152,0.10129404067993164,line,tket,0.9,3
5236,0.6599664991624791,0.0,406,1194,132,132,9,9,0,0.9636626243591309,line,divide_fast,0.9,3
5237,0.2864321608040201,0.0,612,1194,132,132,9,9,72,3.6682233810424805,line,pauli_opt,0.9,3
5238,0.9095477386934674,-0.4318181818181818,108,1194,189,132,9,9,47,0.1392650604248047,line,pyzx,0.9,3
5239,0.821608040201005,0.5303030303030303,213,1194,62,132,9,9,150,0.08336377143859863,line,tket,0.9,3
5240,0.6898625429553265,0.0,361,1164,129,129,9,10,0,0.9523971080780029,line,divide_fast,0.9,3
5241,0.1563573883161512,0.0,502,1164,129,129,9,10,96,3.244286060333252,line,pauli_opt,0.9,3
5242,0.8943298969072165,-0.46511627906976744,123,1164,189,129,9,10,57,0.1301722526550293,line,pyzx,0.9,3
5243,0.8092783505154639,0.5193798449612403,222,1164,62,129,9,10,159,0.08423709869384766,line,tket,0.9,3
5244,0.4044834307992203,0.0,611,1026,120,120,9,11,0,0.8966109752655029,line,divide_fast,0.9,3
5245,0.2884990253411306,0.0,538,1026,120,120,9,11,54,3.322503089904785,line,pauli_opt,0.9,3
5246,0.7592592592592593,-1.675,247,1026,321,120,9,11,147,0.1427929401397705,line,pyzx,0.9,3
5247,0.6247563352826511,0.425,385,1026,69,120,9,11,284,0.11528897285461426,line,tket,0.9,3
5248,0.7125468164794008,0.0,307,1068,123,123,9,12,0,0.8840327262878418,line,divide_fast,0.9,3
5249,0.34269662921348315,0.0,522,1068,123,123,9,12,90,3.1462762355804443,line,pauli_opt,0.9,3
5250,0.799625468164794,-1.2195121951219512,214,1068,273,123,9,12,190,0.1539766788482666,line,pyzx,0.9,3
5251,0.6676029962546817,0.4634146341463415,355,1068,66,123,9,12,268,0.13204097747802734,line,tket,0.9,3
5252,0.3963178294573643,0.0,623,1032,117,117,9,13,0,0.8933811187744141,line,divide_fast,0.9,3
5253,0.2054263565891473,0.0,460,1032,117,117,9,13,90,3.287633180618286,line,pauli_opt,0.9,3
5254,0.7732558139534884,-1.8461538461538463,234,1032,333,117,9,13,208,0.1498699188232422,line,pyzx,0.9,3
5255,0.5872093023255814,0.42735042735042733,426,1032,67,117,9,13,361,0.15539216995239258,line,tket,0.9,3
5256,0.6408199643493762,0.0,403,1122,126,126,9,14,0,1.0278561115264893,line,divide_fast,0.9,3
5257,0.4563279857397504,0.0,610,1122,126,126,9,14,0,3.543300151824951,line,pauli_opt,0.9,3
5258,0.8431372549019608,-0.8571428571428571,176,1122,234,126,9,14,149,0.13091611862182617,line,pyzx,0.9,3
5259,0.7593582887700535,0.5158730158730159,270,1122,61,126,9,14,137,0.09145498275756836,line,tket,0.9,3
5260,0.45121951219512196,0.0,540,984,105,105,9,15,0,0.7225799560546875,line,divide_fast,0.9,3
5261,0.22357723577235772,0.0,452,984,105,105,9,15,90,2.926481246948242,line,pauli_opt,0.9,3
5262,0.6565040650406504,-2.1714285714285713,338,984,333,105,9,15,220,0.15305399894714355,line,pyzx,0.9,3
5263,0.5030487804878049,0.3619047619047619,489,984,67,105,9,15,190,0.1574230194091797,line,tket,0.9,3
5264,0.4009009009009009,0.0,665,1110,126,126,9,16,0,0.9570262432098389,line,divide_fast,0.9,3
5265,0.1927927927927928,0.0,500,1110,126,126,9,16,114,3.1618399620056152,line,pauli_opt,0.9,3
5266,0.8288288288288288,-1.3333333333333333,190,1110,294,126,9,16,126,0.14383912086486816,line,pyzx,0.9,3
5267,0.6207207207207207,0.4365079365079365,421,1110,71,126,9,16,217,0.14112377166748047,line,tket,0.9,3
5268,0.6649122807017543,0.0,382,1140,129,129,9,17,0,0.9301309585571289,line,divide_fast,0.9,3
5269,0.443859649122807,0.0,634,1140,129,129,9,17,0,3.5433509349823,line,pauli_opt,0.9,3
5270,0.8140350877192982,-0.813953488372093,212,1140,234,129,9,17,91,0.15151619911193848,line,pyzx,0.9,3
5271,0.6877192982456141,0.4728682170542636,356,1140,68,129,9,17,208,0.10755014419555664,line,tket,0.9,3
5272,0.41117216117216115,0.0,643,1092,123,123,9,18,0,0.9178509712219238,line,divide_fast,0.9,3
5273,0.3772893772893773,0.0,524,1092,123,123,9,18,78,3.324145793914795,line,pauli_opt,0.9,3
5274,0.8772893772893773,-0.5609756097560976,134,1092,192,123,9,18,86,0.13749074935913086,line,pyzx,0.9,3
5275,0.684981684981685,0.4634146341463415,344,1092,66,123,9,18,166,0.12802910804748535,line,tket,0.9,3
5276,0.4826388888888889,0.0,596,1152,129,129,9,19,0,0.9772069454193115,line,divide_fast,0.9,3
5277,0.2673611111111111,0.0,640,1152,129,129,9,19,78,3.499675750732422,line,pauli_opt,0.9,3
5278,0.8133680555555556,-0.813953488372093,215,1152,234,129,9,19,88,0.15200209617614746,line,pyzx,0.9,3
5279,0.7196180555555556,0.4418604651162791,323,1152,72,129,9,19,204,0.09945297241210938,line,tket,0.9,3
5280,0.0,0.0,300,300,195,195,9,0,0,0.9158468246459961,fully_connected,divide_fast,0.9,5
5281,0.0,0.0,300,300,195,195,9,0,0,2.3763580322265625,fully_connected,pauli_opt,0.9,5
5282,0.77,-0.8205128205128205,69,300,355,195,9,0,0,0.4521777629852295,fully_connected,pyzx,0.9,5
5283,0.75,0.6871794871794872,75,300,61,195,9,0,0,0.2335057258605957,fully_connected,tket,0.9,5
5284,0.0,0.0,310,310,200,200,9,1,0,0.9492840766906738,fully_connected,divide_fast,0.9,5
5285,0.0,0.0,310,310,200,200,9,1,0,2.398002862930298,fully_connected,pauli_opt,0.9,5
5286,0.8387096774193549,-0.49,50,310,298,200,9,1,0,0.4720582962036133,fully_connected,pyzx,0.9,5
5287,0.8451612903225807,0.705,48,310,59,200,9,1,0,0.05213475227355957,fully_connected,tket,0.9,5
5288,0.0,0.0,330,330,210,210,9,2,0,1.020622730255127,fully_connected,divide_fast,0.9,5
5289,0.0,0.0,330,330,210,210,9,2,0,2.4989070892333984,fully_connected,pauli_opt,0.9,5
5290,0.8909090909090909,-0.13333333333333333,36,330,238,210,9,2,0,0.3925328254699707,fully_connected,pyzx,0.9,5
5291,0.896969696969697,0.7047619047619048,34,330,62,210,9,2,0,0.09756302833557129,fully_connected,tket,0.9,5
5292,0.0,0.0,350,350,220,220,9,3,0,1.0935888290405273,fully_connected,divide_fast,0.9,5
5293,0.0,0.0,350,350,220,220,9,3,0,2.538733720779419,fully_connected,pauli_opt,0.9,5
5294,0.8885714285714286,-0.11363636363636363,39,350,245,220,9,3,0,0.25844526290893555,fully_connected,pyzx,0.9,5
5295,0.9485714285714286,0.7227272727272728,18,350,61,220,9,3,0,0.08277559280395508,fully_connected,tket,0.9,5
5296,0.0,0.0,310,310,200,200,9,4,0,0.9502542018890381,fully_connected,divide_fast,0.9,5
5297,0.0,0.0,310,310,200,200,9,4,0,2.4074549674987793,fully_connected,pauli_opt,0.9,5
5298,0.8032258064516129,-0.52,61,310,304,200,9,4,0,0.4225306510925293,fully_connected,pyzx,0.9,5
5299,0.8258064516129032,0.695,54,310,61,200,9,4,0,0.06148576736450195,fully_connected,tket,0.9,5
5300,0.0,0.0,330,330,210,210,9,5,0,1.0306909084320068,fully_connected,divide_fast,0.9,5
5301,0.0,0.0,330,330,210,210,9,5,0,2.470644950866699,fully_connected,pauli_opt,0.9,5
5302,0.8878787878787879,-0.2571428571428571,37,330,264,210,9,5,0,0.24146795272827148,fully_connected,pyzx,0.9,5
5303,0.8606060606060606,0.7095238095238096,46,330,61,210,9,5,0,0.21624398231506348,fully_connected,tket,0.9,5
5304,0.0,0.0,350,350,220,220,9,6,0,1.092519998550415,fully_connected,divide_fast,0.9,5
5305,0.0,0.0,350,350,220,220,9,6,0,2.5499520301818848,fully_connected,pauli_opt,0.9,5
5306,0.8885714285714286,-0.11363636363636363,39,350,245,220,9,6,0,0.23896002769470215,fully_connected,pyzx,0.9,5
5307,0.9485714285714286,0.7227272727272728,18,350,61,220,9,6,0,0.0840311050415039,fully_connected,tket,0.9,5
5308,0.0,0.0,310,310,200,200,9,7,0,0.9552221298217773,fully_connected,divide_fast,0.9,5
5309,0.0,0.0,310,310,200,200,9,7,0,2.4154927730560303,fully_connected,pauli_opt,0.9,5
5310,0.8,-0.545,62,310,309,200,9,7,0,0.47476983070373535,fully_connected,pyzx,0.9,5
5311,0.8741935483870967,0.705,39,310,59,200,9,7,0,0.03251910209655762,fully_connected,tket,0.9,5
5312,0.0,0.0,330,330,210,210,9,8,0,1.0580580234527588,fully_connected,divide_fast,0.9,5
5313,0.0,0.0,330,330,210,210,9,8,0,2.539503812789917,fully_connected,pauli_opt,0.9,5
5314,0.8545454545454545,-0.2523809523809524,48,330,263,210,9,8,0,0.398939847946167,fully_connected,pyzx,0.9,5
5315,0.9,0.7142857142857143,33,330,60,210,9,8,0,0.03322792053222656,fully_connected,tket,0.9,5
5316,0.0,0.0,320,320,205,205,9,9,0,1.0039098262786865,fully_connected,divide_fast,0.9,5
5317,0.0,0.0,320,320,205,205,9,9,0,2.4595839977264404,fully_connected,pauli_opt,0.9,5
5318,0.853125,-0.35121951219512193,47,320,277,205,9,9,0,0.4190049171447754,fully_connected,pyzx,0.9,5
5319,0.86875,0.7219512195121951,42,320,57,205,9,9,0,0.051902055740356445,fully_connected,tket,0.9,5
5320,0.0,0.0,350,350,220,220,9,10,0,1.1143229007720947,fully_connected,divide_fast,0.9,5
5321,0.0,0.0,350,350,220,220,9,10,0,2.5539419651031494,fully_connected,pauli_opt,0.9,5
5322,0.8885714285714286,-0.11363636363636363,39,350,245,220,9,10,0,0.20538806915283203,fully_connected,pyzx,0.9,5
5323,0.9485714285714286,0.7227272727272728,18,350,61,220,9,10,0,0.08147096633911133,fully_connected,tket,0.9,5
5324,0.0,0.0,330,330,210,210,9,11,0,1.0552902221679688,fully_connected,divide_fast,0.9,5
5325,0.0,0.0,330,330,210,210,9,11,0,2.47365403175354,fully_connected,pauli_opt,0.9,5
5326,0.8727272727272727,-0.2523809523809524,42,330,263,210,9,11,0,0.4416649341583252,fully_connected,pyzx,0.9,5
5327,0.896969696969697,0.719047619047619,34,330,59,210,9,11,0,0.18665313720703125,fully_connected,tket,0.9,5
5328,0.0,0.0,350,350,220,220,9,12,0,1.0935070514678955,fully_connected,divide_fast,0.9,5
5329,0.0,0.0,350,350,220,220,9,12,0,2.555525302886963,fully_connected,pauli_opt,0.9,5
5330,0.8885714285714286,-0.11363636363636363,39,350,245,220,9,12,0,0.3768630027770996,fully_connected,pyzx,0.9,5
5331,0.9485714285714286,0.7227272727272728,18,350,61,220,9,12,0,0.0745699405670166,fully_connected,tket,0.9,5
5332,0.0,0.0,340,340,215,215,9,13,0,1.075923204421997,fully_connected,divide_fast,0.9,5
5333,0.0,0.0,340,340,215,215,9,13,0,2.528140068054199,fully_connected,pauli_opt,0.9,5
5334,0.8970588235294118,-0.09767441860465116,35,340,236,215,9,13,0,0.5327422618865967,fully_connected,pyzx,0.9,5
5335,0.888235294117647,0.7069767441860465,38,340,63,215,9,13,0,0.17288684844970703,fully_connected,tket,0.9,5
5336,0.0,0.0,310,310,200,200,9,14,0,0.9544289112091064,fully_connected,divide_fast,0.9,5
5337,0.0,0.0,310,310,200,200,9,14,0,2.4084646701812744,fully_connected,pauli_opt,0.9,5
5338,0.8419354838709677,-0.39,49,310,278,200,9,14,0,0.43086791038513184,fully_connected,pyzx,0.9,5
5339,0.8903225806451613,0.715,34,310,57,200,9,14,0,0.2824530601501465,fully_connected,tket,0.9,5
5340,0.0,0.0,310,310,200,200,9,15,0,0.9547090530395508,fully_connected,divide_fast,0.9,5
5341,0.0,0.0,310,310,200,200,9,15,0,2.398775815963745,fully_connected,pauli_opt,0.9,5
5342,0.7354838709677419,-1.19,82,310,438,200,9,15,0,0.373568058013916,fully_connected,pyzx,0.9,5
5343,0.864516129032258,0.715,42,310,57,200,9,15,0,0.273482084274292,fully_connected,tket,0.9,5
5344,0.0,0.0,310,310,200,200,9,16,0,0.9522600173950195,fully_connected,divide_fast,0.9,5
5345,0.0,0.0,310,310,200,200,9,16,0,2.391333818435669,fully_connected,pauli_opt,0.9,5
5346,0.8451612903225807,-0.46,48,310,292,200,9,16,0,0.46276402473449707,fully_connected,pyzx,0.9,5
5347,0.896774193548387,0.715,32,310,57,200,9,16,0,0.26724672317504883,fully_connected,tket,0.9,5
5348,0.0,0.0,310,310,200,200,9,17,0,0.948997974395752,fully_connected,divide_fast,0.9,5
5349,0.0,0.0,310,310,200,200,9,17,0,2.4383580684661865,fully_connected,pauli_opt,0.9,5
5350,0.8870967741935484,-0.405,35,310,281,200,9,17,0,0.3920919895172119,fully_connected,pyzx,0.9,5
5351,0.9096774193548387,0.72,28,310,56,200,9,17,0,0.09449887275695801,fully_connected,tket,0.9,5
5352,0.0,0.0,330,330,210,210,9,18,0,1.043091058731079,fully_connected,divide_fast,0.9,5
5353,0.0,0.0,330,330,210,210,9,18,0,2.4883079528808594,fully_connected,pauli_opt,0.9,5
5354,0.8909090909090909,-0.13333333333333333,36,330,238,210,9,18,0,0.4211890697479248,fully_connected,pyzx,0.9,5
5355,0.896969696969697,0.7238095238095238,34,330,58,210,9,18,0,0.26621484756469727,fully_connected,tket,0.9,5
5356,0.0,0.0,340,340,215,215,9,19,0,1.076859712600708,fully_connected,divide_fast,0.9,5
5357,0.0,0.0,340,340,215,215,9,19,0,2.5880072116851807,fully_connected,pauli_opt,0.9,5
5358,0.8705882352941177,-0.20465116279069767,44,340,259,215,9,19,0,0.42975926399230957,fully_connected,pyzx,0.9,5
5359,0.8764705882352941,0.7116279069767442,42,340,62,215,9,19,0,0.07534122467041016,fully_connected,tket,0.9,5
5360,0.4774509803921569,0.0,533,1020,215,215,9,0,0,1.1501293182373047,square,divide_fast,0.9,5
5361,0.18235294117647058,0.0,714,1020,215,215,9,0,60,3.2695209980010986,square,pauli_opt,0.9,5
5362,0.9186274509803921,-0.09767441860465116,83,1020,236,215,9,0,63,0.23536014556884766,square,pyzx,0.9,5
5363,0.957843137254902,0.7255813953488373,43,1020,59,215,9,0,32,0.02530980110168457,square,tket,0.9,5
5364,0.30112359550561796,0.0,622,890,200,200,9,1,0,1.0406520366668701,square,divide_fast,0.9,5
5365,0.20898876404494382,0.0,664,890,200,200,9,1,20,3.002845048904419,square,pauli_opt,0.9,5
5366,0.8764044943820225,-0.53,110,890,306,200,9,1,73,0.20684003829956055,square,pyzx,0.9,5
5367,0.8415730337078652,0.69,141,890,62,200,9,1,131,0.06422781944274902,square,tket,0.9,5
5368,0.358,0.0,642,1000,215,215,9,2,0,1.1581008434295654,square,divide_fast,0.9,5
5369,0.188,0.0,672,1000,215,215,9,2,60,3.035193920135498,square,pauli_opt,0.9,5
5370,0.782,-1.2232558139534884,218,1000,478,215,9,2,73,0.27184391021728516,square,pyzx,0.9,5
5371,0.959,0.7209302325581395,41,1000,60,215,9,2,10,0.02505016326904297,square,tket,0.9,5
5372,0.4552083333333333,0.0,523,960,205,205,9,3,0,1.0692839622497559,square,divide_fast,0.9,5
5373,0.16041666666666668,0.0,626,960,205,205,9,3,90,3.376081943511963,square,pauli_opt,0.9,5
5374,0.8739583333333333,-0.2780487804878049,121,960,262,205,9,3,90,0.2248239517211914,square,pyzx,0.9,5
5375,0.859375,0.6829268292682927,135,960,65,205,9,3,69,0.05378603935241699,square,tket,0.9,5
5376,0.41188118811881186,0.0,594,1010,210,210,9,4,0,1.1263978481292725,square,divide_fast,0.9,5
5377,0.18415841584158416,0.0,724,1010,210,210,9,4,50,3.16188383102417,square,pauli_opt,0.9,5
5378,0.8891089108910891,-0.3,112,1010,273,210,9,4,60,0.26865100860595703,square,pyzx,0.9,5
5379,0.9485148514851485,0.719047619047619,52,1010,59,210,9,4,37,0.031107187271118164,square,tket,0.9,5
5380,0.4875,0.0,533,1040,215,215,9,5,0,1.116837978363037,square,divide_fast,0.9,5
5381,0.21153846153846154,0.0,720,1040,215,215,9,5,50,3.4006950855255127,square,pauli_opt,0.9,5
5382,0.7846153846153846,-1.2232558139534884,224,1040,478,215,9,5,141,0.26973485946655273,square,pyzx,0.9,5
5383,0.9307692307692308,0.7116279069767442,72,1040,62,215,9,5,58,0.035778045654296875,square,tket,0.9,5
5384,0.3831683168316832,0.0,623,1010,210,210,9,6,0,1.090850591659546,square,divide_fast,0.9,5
5385,0.18613861386138614,0.0,702,1010,210,210,9,6,60,3.2153029441833496,square,pauli_opt,0.9,5
5386,0.9089108910891089,-0.08095238095238096,92,1010,227,210,9,6,58,0.21307802200317383,square,pyzx,0.9,5
5387,0.9435643564356435,0.7142857142857143,57,1010,60,210,9,6,38,0.031590938568115234,square,tket,0.9,5
5388,0.29907407407407405,0.0,757,1080,225,225,9,7,0,1.2376141548156738,square,divide_fast,0.9,5
5389,0.17407407407407408,0.0,772,1080,225,225,9,7,60,3.3403728008270264,square,pauli_opt,0.9,5
5390,0.9296296296296296,-0.02666666666666667,76,1080,231,225,9,7,47,0.2420511245727539,square,pyzx,0.9,5
5391,0.9657407407407408,0.7244444444444444,37,1080,62,225,9,7,17,0.02570509910583496,square,tket,0.9,5
5392,0.3791208791208791,0.0,565,910,200,200,9,8,0,1.0372331142425537,square,divide_fast,0.9,5
5393,0.1824175824175824,0.0,604,910,200,200,9,8,60,3.0243141651153564,square,pauli_opt,0.9,5
5394,0.9021978021978022,-0.345,89,910,269,200,9,8,48,0.21670293807983398,square,pyzx,0.9,5
5395,0.9021978021978022,0.72,89,910,56,200,9,8,56,0.03579282760620117,square,tket,0.9,5
5396,0.3195402298850575,0.0,592,870,200,200,9,9,0,1.0408830642700195,square,divide_fast,0.9,5
5397,0.17011494252873563,0.0,662,870,200,200,9,9,30,2.7779078483581543,square,pauli_opt,0.9,5
5398,0.8804597701149425,-0.345,104,870,269,200,9,9,51,0.20964384078979492,square,pyzx,0.9,5
5399,0.9183908045977012,0.71,71,870,58,200,9,9,42,0.03145194053649902,square,tket,0.9,5
5400,0.43829787234042555,0.0,528,940,205,205,9,10,0,1.0574851036071777,square,divide_fast,0.9,5
5401,0.17872340425531916,0.0,732,940,205,205,9,10,20,3.1578099727630615,square,pauli_opt,0.9,5
5402,0.851063829787234,-0.7463414634146341,140,940,358,205,9,10,107,0.22291302680969238,square,pyzx,0.9,5
5403,0.8680851063829788,0.6926829268292682,124,940,63,205,9,10,75,0.05556893348693848,square,tket,0.9,5
5404,0.39101123595505616,0.0,542,890,200,200,9,11,0,1.018265724182129,square,divide_fast,0.9,5
5405,0.16404494382022472,0.0,644,890,200,200,9,11,40,2.9888877868652344,square,pauli_opt,0.9,5
5406,0.8550561797752809,-0.5,129,890,300,200,9,11,81,0.2730700969696045,square,pyzx,0.9,5
5407,0.9011235955056179,0.71,88,890,58,200,9,11,50,0.03417325019836426,square,tket,0.9,5
5408,0.358,0.0,642,1000,215,215,9,12,0,1.2437858581542969,square,divide_fast,0.9,5
5409,0.168,0.0,712,1000,215,215,9,12,60,3.2369043827056885,square,pauli_opt,0.9,5
5410,0.785,-1.2232558139534884,215,1000,478,215,9,12,153,0.25644898414611816,square,pyzx,0.9,5
5411,0.959,0.7209302325581395,41,1000,60,215,9,12,10,0.02456498146057129,square,tket,0.9,5
5412,0.39509803921568626,0.0,617,1020,215,215,9,13,0,1.1267027854919434,square,divide_fast,0.9,5
5413,0.1803921568627451,0.0,736,1020,215,215,9,13,50,3.016245126724243,square,pauli_opt,0.9,5
5414,0.7980392156862746,-1.2232558139534884,206,1020,478,215,9,13,128,0.2517428398132324,square,pyzx,0.9,5
5415,0.9509803921568627,0.7209302325581395,50,1020,60,215,9,13,15,0.029532909393310547,square,tket,0.9,5
5416,0.48444444444444446,0.0,464,900,195,195,9,14,0,0.9518179893493652,square,divide_fast,0.9,5
5417,0.19111111111111112,0.0,648,900,195,195,9,14,40,3.4149811267852783,square,pauli_opt,0.9,5
5418,0.8133333333333334,-0.7743589743589744,168,900,346,195,9,14,130,0.23763680458068848,square,pyzx,0.9,5
5419,0.83,0.717948717948718,153,900,55,195,9,14,87,0.06184101104736328,square,tket,0.9,5
5420,0.4010989010989011,0.0,545,910,200,200,9,15,0,1.1395246982574463,square,divide_fast,0.9,5
5421,0.15164835164835164,0.0,592,910,200,200,9,15,70,3.157322883605957,square,pauli_opt,0.9,5
5422,0.8274725274725274,-0.55,157,910,310,200,9,15,96,0.2540287971496582,square,pyzx,0.9,5
5423,0.9076923076923077,0.705,84,910,59,200,9,15,36,0.044052839279174805,square,tket,0.9,5
5424,0.34842105263157896,0.0,619,950,210,210,9,16,0,1.0991227626800537,square,divide_fast,0.9,5
5425,0.1368421052631579,0.0,580,950,210,210,9,16,110,3.0441160202026367,square,pauli_opt,0.9,5
5426,0.8926315789473684,-0.2523809523809524,102,950,263,210,9,16,80,0.21331405639648438,square,pyzx,0.9,5
5427,0.9147368421052632,0.7142857142857143,81,950,60,210,9,16,67,0.03724789619445801,square,tket,0.9,5
5428,0.3076190476190476,0.0,727,1050,220,220,9,17,0,1.214066982269287,square,divide_fast,0.9,5
5429,0.17523809523809525,0.0,746,1050,220,220,9,17,60,3.288870096206665,square,pauli_opt,0.9,5
5430,0.9171428571428571,-0.11363636363636363,87,1050,245,220,9,17,62,0.23674988746643066,square,pyzx,0.9,5
5431,0.9571428571428572,0.7227272727272728,45,1050,61,220,9,17,32,0.02982807159423828,square,tket,0.9,5
5432,0.4369565217391304,0.0,518,920,195,195,9,18,0,0.9607701301574707,square,divide_fast,0.9,5
5433,0.23695652173913043,0.0,642,920,195,195,9,18,30,3.052046060562134,square,pauli_opt,0.9,5
5434,0.825,-0.9179487179487179,161,920,374,195,9,18,107,0.2691309452056885,square,pyzx,0.9,5
5435,0.8652173913043478,0.6974358974358974,124,920,59,195,9,18,58,0.05205678939819336,square,tket,0.9,5
5436,0.3565656565656566,0.0,637,990,210,210,9,19,0,1.0935451984405518,square,divide_fast,0.9,5
5437,0.21818181818181817,0.0,634,990,210,210,9,19,70,3.2618751525878906,square,pauli_opt,0.9,5
5438,0.8858585858585859,-0.3380952380952381,113,990,281,210,9,19,74,0.2329092025756836,square,pyzx,0.9,5
5439,0.9232323232323232,0.7285714285714285,76,990,57,210,9,19,65,0.02842092514038086,square,tket,0.9,5
5440,0.6588957055214724,0.0,556,1630,200,200,9,0,0,1.033001184463501,line,divide_fast,0.9,5
5441,0.14846625766871166,0.0,728,1630,200,200,9,0,160,3.339806079864502,line,pauli_opt,0.9,5
5442,0.8773006134969326,-0.425,200,1630,285,200,9,0,87,0.21553683280944824,line,pyzx,0.9,5
5443,0.8914110429447852,0.695,177,1630,61,200,9,0,100,0.04709362983703613,line,tket,0.9,5
5444,0.6732919254658385,0.0,526,1610,190,190,9,1,0,0.9229199886322021,line,divide_fast,0.9,5
5445,0.3204968944099379,0.0,854,1610,190,190,9,1,50,3.3107340335845947,line,pauli_opt,0.9,5
5446,0.846583850931677,-0.6947368421052632,247,1610,322,190,9,1,141,0.20072698593139648,line,pyzx,0.9,5
5447,0.8658385093167702,0.6789473684210526,216,1610,61,190,9,1,139,0.05848503112792969,line,tket,0.9,5
5448,0.4793814432989691,0.0,1010,1940,215,215,9,2,0,1.1996960639953613,line,divide_fast,0.9,5
5449,0.2443298969072165,0.0,926,1940,215,215,9,2,180,3.4337892532348633,line,pauli_opt,0.9,5
5450,0.904639175257732,-0.20465116279069767,185,1940,259,215,9,2,148,0.2206258773803711,line,pyzx,0.9,5
5451,0.9618556701030928,0.7209302325581395,74,1940,60,215,9,2,39,0.027452945709228516,line,tket,0.9,5
5452,0.677319587628866,0.0,626,1940,215,215,9,3,0,1.126655101776123,line,divide_fast,0.9,5
5453,0.25051546391752577,0.0,914,1940,215,215,9,3,180,3.3343417644500732,line,pauli_opt,0.9,5
5454,0.9185567010309278,-0.09767441860465116,158,1940,236,215,9,3,134,0.31680798530578613,line,pyzx,0.9,5
