,two_qubit_reduction,one_qubit_reduction,cx_count_out,cx_count_in,one_qubit_count_out,one_qubit_count_in,n_qubits,n_rep,non_matching_cx,time_diff,arch,algorithm,p_edge,circ_reps
1705,0.0,0.0,70,70,63,63,4,6,0,1.3687150478363037,fully_connected,pauli_opt,0.7,7
1706,0.8285714285714286,-0.4126984126984127,12,70,89,63,4,6,0,0.04178786277770996,fully_connected,pyzx,0.7,7
1707,0.8571428571428571,0.5396825396825397,10,70,29,63,4,6,0,0.007122993469238281,fully_connected,tket,0.7,7
1708,0.0,0.0,56,56,56,56,4,7,0,0.031209945678710938,fully_connected,divide_fast,0.7,7
1709,0.0,0.0,56,56,56,56,4,7,0,1.3457016944885254,fully_connected,pauli_opt,0.7,7
1710,0.6428571428571429,-0.9642857142857143,20,56,110,56,4,7,0,0.037539005279541016,fully_connected,pyzx,0.7,7
1711,0.7857142857142857,0.5714285714285714,12,56,24,56,4,7,0,0.0062329769134521484,fully_connected,tket,0.7,7
1712,0.0,0.0,56,56,56,56,4,8,0,0.03142213821411133,fully_connected,divide_fast,0.7,7
1713,0.0,0.0,56,56,56,56,4,8,0,1.328991174697876,fully_connected,pauli_opt,0.7,7
1714,0.6607142857142857,-0.8571428571428571,19,56,104,56,4,8,0,0.037312984466552734,fully_connected,pyzx,0.7,7
1715,0.8214285714285714,0.5535714285714286,10,56,25,56,4,8,0,0.006260871887207031,fully_connected,tket,0.7,7
1716,0.0,0.0,42,42,49,49,4,9,0,0.02960801124572754,fully_connected,divide_fast,0.7,7
1717,0.0,0.0,42,42,49,49,4,9,0,1.3002219200134277,fully_connected,pauli_opt,0.7,7
1718,0.6666666666666666,-1.1428571428571428,14,42,105,49,4,9,0,0.032120704650878906,fully_connected,pyzx,0.7,7
1719,0.8095238095238095,0.5102040816326531,8,42,24,49,4,9,0,0.005834817886352539,fully_connected,tket,0.7,7
1720,0.0,0.0,56,56,56,56,4,10,0,0.03127121925354004,fully_connected,divide_fast,0.7,7
1721,0.0,0.0,56,56,56,56,4,10,0,1.34883713722229,fully_connected,pauli_opt,0.7,7
1722,0.75,-0.6785714285714286,14,56,94,56,4,10,0,0.03630518913269043,fully_connected,pyzx,0.7,7
1723,0.8571428571428571,0.5714285714285714,8,56,24,56,4,10,0,0.005966901779174805,fully_connected,tket,0.7,7
1724,0.0,0.0,84,84,70,70,4,11,0,0.04635500907897949,fully_connected,divide_fast,0.7,7
1725,0.0,0.0,84,84,70,70,4,11,0,1.4505951404571533,fully_connected,pauli_opt,0.7,7
1726,0.8809523809523809,-0.22857142857142856,10,84,86,70,4,11,0,0.05749678611755371,fully_connected,pyzx,0.7,7
1727,0.9285714285714286,0.7,6,84,21,70,4,11,0,0.005693912506103516,fully_connected,tket,0.7,7
1728,0.0,0.0,56,56,56,56,4,12,0,0.0314481258392334,fully_connected,divide_fast,0.7,7
1729,0.0,0.0,56,56,56,56,4,12,0,1.3658638000488281,fully_connected,pauli_opt,0.7,7
1730,0.75,-0.6785714285714286,14,56,94,56,4,12,0,0.03584909439086914,fully_connected,pyzx,0.7,7
1731,0.8571428571428571,0.5714285714285714,8,56,24,56,4,12,0,0.005961894989013672,fully_connected,tket,0.7,7
1732,0.0,0.0,84,84,70,70,4,13,0,0.045916080474853516,fully_connected,divide_fast,0.7,7
1733,0.0,0.0,84,84,70,70,4,13,0,1.4449470043182373,fully_connected,pauli_opt,0.7,7
1734,0.8809523809523809,-0.22857142857142856,10,84,86,70,4,13,0,0.04586291313171387,fully_connected,pyzx,0.7,7
1735,0.9285714285714286,0.7,6,84,21,70,4,13,0,0.005680084228515625,fully_connected,tket,0.7,7
1736,0.0,0.0,70,70,63,63,4,14,0,0.03867077827453613,fully_connected,divide_fast,0.7,7
1737,0.0,0.0,70,70,63,63,4,14,0,1.4018371105194092,fully_connected,pauli_opt,0.7,7
1738,0.8285714285714286,-0.4126984126984127,12,70,89,63,4,14,0,0.04072213172912598,fully_connected,pyzx,0.7,7
1739,0.8857142857142857,0.5873015873015873,8,70,26,63,4,14,0,0.0064737796783447266,fully_connected,tket,0.7,7
1740,0.0,0.0,84,84,70,70,4,15,0,0.04398012161254883,fully_connected,divide_fast,0.7,7
1741,0.0,0.0,84,84,70,70,4,15,0,1.439298152923584,fully_connected,pauli_opt,0.7,7
1742,0.8809523809523809,-0.22857142857142856,10,84,86,70,4,15,0,0.046234130859375,fully_connected,pyzx,0.7,7
1743,0.9285714285714286,0.7,6,84,21,70,4,15,0,0.005701780319213867,fully_connected,tket,0.7,7
1744,0.0,0.0,56,56,56,56,4,16,0,0.03122091293334961,fully_connected,divide_fast,0.7,7
1745,0.0,0.0,56,56,56,56,4,16,0,1.3389077186584473,fully_connected,pauli_opt,0.7,7
1746,0.6607142857142857,-0.8571428571428571,19,56,104,56,4,16,0,0.03728985786437988,fully_connected,pyzx,0.7,7
1747,0.8214285714285714,0.5535714285714286,10,56,25,56,4,16,0,0.0063419342041015625,fully_connected,tket,0.7,7
1748,0.0,0.0,56,56,56,56,4,17,0,0.03134632110595703,fully_connected,divide_fast,0.7,7
1749,0.0,0.0,56,56,56,56,4,17,0,1.3677210807800293,fully_connected,pauli_opt,0.7,7
1750,0.6428571428571429,-0.9642857142857143,20,56,110,56,4,17,0,0.037030935287475586,fully_connected,pyzx,0.7,7
1751,0.7857142857142857,0.5714285714285714,12,56,24,56,4,17,0,0.006357908248901367,fully_connected,tket,0.7,7
1752,0.0,0.0,56,56,56,56,4,18,0,0.03164076805114746,fully_connected,divide_fast,0.7,7
1753,0.0,0.0,56,56,56,56,4,18,0,1.3363547325134277,fully_connected,pauli_opt,0.7,7
1754,0.75,-0.6785714285714286,14,56,94,56,4,18,0,0.03690910339355469,fully_connected,pyzx,0.7,7
1755,0.8571428571428571,0.5714285714285714,8,56,24,56,4,18,0,0.0059051513671875,fully_connected,tket,0.7,7
1756,0.0,0.0,42,42,49,49,4,19,0,0.029240131378173828,fully_connected,divide_fast,0.7,7
1757,0.0,0.0,42,42,49,49,4,19,0,1.3074731826782227,fully_connected,pauli_opt,0.7,7
1758,0.5,-1.163265306122449,21,42,106,49,4,19,0,0.03251290321350098,fully_connected,pyzx,0.7,7
1759,0.7619047619047619,0.5102040816326531,10,42,24,49,4,19,0,0.005959987640380859,fully_connected,tket,0.7,7
1760,0.2,0.0,112,140,70,70,4,0,0,0.052860260009765625,square,divide_fast,0.7,7
1761,0.2714285714285714,0.0,102,140,70,70,4,0,0,1.642805814743042,square,pauli_opt,0.7,7
1762,0.8857142857142857,-0.22857142857142856,16,140,86,70,4,0,4,0.04640007019042969,square,pyzx,0.7,7
1763,0.9142857142857143,0.7,12,140,21,70,4,0,8,0.0061151981353759766,square,tket,0.7,7
1764,0.125,0.0,98,112,56,56,4,1,0,0.03513693809509277,square,divide_fast,0.7,7
1765,0.5,0.0,56,112,56,56,4,1,0,1.3486900329589844,square,pauli_opt,0.7,7
1766,0.7232142857142857,-0.6428571428571429,31,112,92,56,4,1,0,0.037712812423706055,square,pyzx,0.7,7
1767,0.8571428571428571,0.5535714285714286,16,112,25,56,4,1,0,0.007290840148925781,square,tket,0.7,7
1768,0.375,0.0,70,112,56,56,4,2,0,0.03402996063232422,square,divide_fast,0.7,7
1769,0.44642857142857145,0.0,62,112,56,56,4,2,0,1.802156925201416,square,pauli_opt,0.7,7
1770,0.7232142857142857,-0.8571428571428571,31,112,104,56,4,2,18,0.03948807716369629,square,pyzx,0.7,7
1771,0.8571428571428571,0.5535714285714286,16,112,25,56,4,2,0,0.007030010223388672,square,tket,0.7,7
1772,0.3333333333333333,0.0,56,84,56,56,4,3,0,0.03304409980773926,square,divide_fast,0.7,7
1773,0.2857142857142857,0.0,60,84,56,56,4,3,0,1.5022189617156982,square,pauli_opt,0.7,7
1774,0.5476190476190477,-0.9642857142857143,38,84,110,56,4,3,21,0.039778947830200195,square,pyzx,0.7,7
1775,0.7738095238095238,0.5535714285714286,19,84,25,56,4,3,13,0.0074269771575927734,square,tket,0.7,7
1776,0.16666666666666666,0.0,70,84,56,56,4,4,0,0.03197503089904785,square,divide_fast,0.7,7
1777,0.30952380952380953,0.0,58,84,56,56,4,4,0,1.369516134262085,square,pauli_opt,0.7,7
1778,0.5714285714285714,-1.0714285714285714,36,84,116,56,4,4,19,0.03997683525085449,square,pyzx,0.7,7
1779,0.7142857142857143,0.5714285714285714,24,84,24,56,4,4,10,0.00799107551574707,square,tket,0.7,7
1780,0.2,0.0,112,140,70,70,4,5,0,0.0483088493347168,square,divide_fast,0.7,7
1781,0.2857142857142857,0.0,100,140,70,70,4,5,0,1.4282147884368896,square,pauli_opt,0.7,7
1782,0.8857142857142857,-0.22857142857142856,16,140,86,70,4,5,4,0.04501199722290039,square,pyzx,0.7,7
1783,0.9142857142857143,0.7,12,140,21,70,4,5,8,0.006145954132080078,square,tket,0.7,7
1784,0.2222222222222222,0.0,98,126,63,63,4,6,0,0.04016828536987305,square,divide_fast,0.7,7
1785,0.2698412698412698,0.0,92,126,63,63,4,6,0,2.181320905685425,square,pauli_opt,0.7,7
1786,0.8809523809523809,-0.4126984126984127,15,126,89,63,4,6,0,0.04231405258178711,square,pyzx,0.7,7
1787,0.8253968253968254,0.5396825396825397,22,126,29,63,4,6,0,0.008456230163574219,square,tket,0.7,7
1788,0.1111111111111111,0.0,112,126,63,63,4,7,0,0.044226884841918945,square,divide_fast,0.7,7
1789,0.3968253968253968,0.0,76,126,63,63,4,7,0,1.867361068725586,square,pauli_opt,0.7,7
1790,0.8650793650793651,-0.42857142857142855,17,126,90,63,4,7,7,0.04197406768798828,square,pyzx,0.7,7
1791,0.8888888888888888,0.6507936507936508,14,126,22,63,4,7,4,0.006320953369140625,square,tket,0.7,7
1792,0.1111111111111111,0.0,112,126,63,63,4,8,0,0.04117298126220703,square,divide_fast,0.7,7
1793,0.3968253968253968,0.0,76,126,63,63,4,8,0,1.8621761798858643,square,pauli_opt,0.7,7
1794,0.8650793650793651,-0.42857142857142855,17,126,90,63,4,8,9,0.040808916091918945,square,pyzx,0.7,7
1795,0.8888888888888888,0.6507936507936508,14,126,22,63,4,8,0,0.006288766860961914,square,tket,0.7,7
1796,0.2,0.0,56,70,49,49,4,9,0,0.03126025199890137,square,divide_fast,0.7,7
1797,0.3142857142857143,0.0,48,70,49,49,4,9,0,1.7316169738769531,square,pauli_opt,0.7,7
1798,0.4857142857142857,-1.163265306122449,36,70,106,49,4,9,0,0.03366994857788086,square,pyzx,0.7,7
1799,0.7285714285714285,0.5102040816326531,19,70,24,49,4,9,8,0.007115840911865234,square,tket,0.7,7
1800,0.1111111111111111,0.0,112,126,63,63,4,10,0,0.042038917541503906,square,divide_fast,0.7,7
1801,0.2698412698412698,0.0,92,126,63,63,4,10,0,1.8591859340667725,square,pauli_opt,0.7,7
1802,0.8650793650793651,-0.42857142857142855,17,126,90,63,4,10,7,0.041654109954833984,square,pyzx,0.7,7
1803,0.8888888888888888,0.6507936507936508,14,126,22,63,4,10,4,0.006369113922119141,square,tket,0.7,7
1804,0.1111111111111111,0.0,112,126,63,63,4,11,0,0.041285037994384766,square,divide_fast,0.7,7
1805,0.2857142857142857,0.0,90,126,63,63,4,11,0,1.8701112270355225,square,pauli_opt,0.7,7
1806,0.8650793650793651,-0.42857142857142855,17,126,90,63,4,11,7,0.04126691818237305,square,pyzx,0.7,7
1807,0.8888888888888888,0.6507936507936508,14,126,22,63,4,11,4,0.006999969482421875,square,tket,0.7,7
1808,0.0,0.0,84,84,56,56,4,12,0,0.03460407257080078,square,divide_fast,0.7,7
1809,0.2857142857142857,0.0,60,84,56,56,4,12,0,1.731067180633545,square,pauli_opt,0.7,7
1810,0.6666666666666666,-0.6428571428571429,28,84,92,56,4,12,16,0.037503957748413086,square,pyzx,0.7,7
1811,0.7738095238095238,0.5535714285714286,19,84,25,56,4,12,8,0.0076007843017578125,square,tket,0.7,7
1812,0.125,0.0,98,112,56,56,4,13,0,0.03457903861999512,square,divide_fast,0.7,7
1813,0.21428571428571427,0.0,88,112,56,56,4,13,0,1.7365200519561768,square,pauli_opt,0.7,7
1814,0.75,-0.6428571428571429,28,112,92,56,4,13,0,0.03902697563171387,square,pyzx,0.7,7
1815,0.7857142857142857,0.5714285714285714,24,112,24,56,4,13,16,0.007874011993408203,square,tket,0.7,7
1816,0.14285714285714285,0.0,84,98,63,63,4,14,0,0.03916001319885254,square,divide_fast,0.7,7
1817,0.08163265306122448,0.0,90,98,63,63,4,14,0,1.7684299945831299,square,pauli_opt,0.7,7
1818,0.8469387755102041,-0.4126984126984127,15,98,89,63,4,14,6,0.043541908264160156,square,pyzx,0.7,7
1819,0.8571428571428571,0.6507936507936508,14,98,22,63,4,14,10,0.0060498714447021484,square,tket,0.7,7
1820,0.2857142857142857,0.0,70,98,49,49,4,15,0,0.03135514259338379,square,divide_fast,0.7,7
1821,0.5102040816326531,0.0,48,98,49,49,4,15,0,1.5395231246948242,square,pauli_opt,0.7,7
1822,0.673469387755102,-1.489795918367347,32,98,122,49,4,15,24,0.035404205322265625,square,pyzx,0.7,7
1823,0.8061224489795918,0.4489795918367347,19,98,27,49,4,15,0,0.007963180541992188,square,tket,0.7,7
1824,0.2,0.0,56,70,49,49,4,16,0,0.0325617790222168,square,divide_fast,0.7,7
1825,0.37142857142857144,0.0,44,70,49,49,4,16,0,1.3775248527526855,square,pauli_opt,0.7,7
1826,0.7428571428571429,-0.46938775510204084,18,70,72,49,4,16,0,0.029480934143066406,square,pyzx,0.7,7
1827,0.9428571428571428,0.5306122448979592,4,70,23,49,4,16,2,0.005089998245239258,square,tket,0.7,7
1828,0.2,0.0,112,140,70,70,4,17,0,0.047541141510009766,square,divide_fast,0.7,7
1829,0.2857142857142857,0.0,100,140,70,70,4,17,0,1.6731607913970947,square,pauli_opt,0.7,7
1830,0.8857142857142857,-0.22857142857142856,16,140,86,70,4,17,4,0.04548811912536621,square,pyzx,0.7,7
1831,0.9142857142857143,0.7,12,140,21,70,4,17,8,0.006040096282958984,square,tket,0.7,7
1832,0.2857142857142857,0.0,70,98,63,63,4,18,0,0.03948020935058594,square,divide_fast,0.7,7
1833,0.08163265306122448,0.0,90,98,63,63,4,18,0,1.7446789741516113,square,pauli_opt,0.7,7
1834,0.8469387755102041,-0.4126984126984127,15,98,89,63,4,18,11,0.04354596138000488,square,pyzx,0.7,7
1835,0.9183673469387755,0.5873015873015873,8,98,26,63,4,18,0,0.006170034408569336,square,tket,0.7,7
1836,0.2,0.0,112,140,70,70,4,19,0,0.04756021499633789,square,divide_fast,0.7,7
1837,0.2571428571428571,0.0,104,140,70,70,4,19,0,1.9345662593841553,square,pauli_opt,0.7,7
1838,0.8857142857142857,-0.22857142857142856,16,140,86,70,4,19,4,0.04522991180419922,square,pyzx,0.7,7
1839,0.9142857142857143,0.7,12,140,21,70,4,19,8,0.006052255630493164,square,tket,0.7,7
1840,0.4857142857142857,0.0,72,140,56,56,4,0,0,0.03606390953063965,line,divide_fast,0.7,7
1841,0.5857142857142857,0.0,58,140,56,56,4,0,0,1.3288938999176025,line,pauli_opt,0.7,7
1842,0.7571428571428571,-0.6428571428571429,34,140,92,56,4,0,18,0.037403106689453125,line,pyzx,0.7,7
1843,0.8071428571428572,0.5714285714285714,27,140,24,56,4,0,0,0.007447004318237305,line,tket,0.7,7
1844,0.5408163265306123,0.0,90,196,70,70,4,1,0,0.046849966049194336,line,divide_fast,0.7,7
1845,0.2653061224489796,0.0,144,196,70,70,4,1,0,1.6754450798034668,line,pauli_opt,0.7,7
1846,0.8877551020408163,-0.22857142857142856,22,196,86,70,4,1,0,0.044542789459228516,line,pyzx,0.7,7
1847,0.9387755102040817,0.7,12,196,21,70,4,1,2,0.005840301513671875,line,tket,0.7,7
1848,0.4857142857142857,0.0,72,140,56,56,4,2,0,0.03447294235229492,line,divide_fast,0.7,7
1849,0.5571428571428572,0.0,62,140,56,56,4,2,0,1.7902042865753174,line,pauli_opt,0.7,7
1850,0.7571428571428571,-0.6428571428571429,34,140,92,56,4,2,18,0.03820300102233887,line,pyzx,0.7,7
1851,0.8071428571428572,0.5714285714285714,27,140,24,56,4,2,0,0.007630825042724609,line,tket,0.7,7
1852,0.4444444444444444,0.0,70,126,63,63,4,3,0,0.03960609436035156,line,divide_fast,0.7,7
1853,0.30158730158730157,0.0,88,126,63,63,4,3,0,1.7571840286254883,line,pauli_opt,0.7,7
1854,0.7777777777777778,-0.4126984126984127,28,126,89,63,4,3,7,0.04177379608154297,line,pyzx,0.7,7
1855,0.8412698412698413,0.6507936507936508,20,126,22,63,4,3,4,0.006478071212768555,line,tket,0.7,7
1856,0.125,0.0,98,112,56,56,4,4,0,0.034420013427734375,line,divide_fast,0.7,7
1857,0.44642857142857145,0.0,62,112,56,56,4,4,0,1.8232052326202393,line,pauli_opt,0.7,7
1858,0.6696428571428571,-0.6428571428571429,37,112,92,56,4,4,14,0.03843808174133301,line,pyzx,0.7,7
1859,0.7857142857142857,0.5714285714285714,24,112,24,56,4,4,12,0.0073528289794921875,line,tket,0.7,7
1860,0.42857142857142855,0.0,88,154,63,63,4,5,0,0.040602922439575195,line,divide_fast,0.7,7
1861,0.4155844155844156,0.0,90,154,63,63,4,5,0,1.8505830764770508,line,pauli_opt,0.7,7
1862,0.8441558441558441,-0.4126984126984127,24,154,89,63,4,5,24,0.042788028717041016,line,pyzx,0.7,7
1863,0.9090909090909091,0.6507936507936508,14,154,22,63,4,5,6,0.005980730056762695,line,tket,0.7,7
1864,0.42857142857142855,0.0,88,154,63,63,4,6,0,0.040560007095336914,line,divide_fast,0.7,7
1865,0.4155844155844156,0.0,90,154,63,63,4,6,0,1.7300381660461426,line,pauli_opt,0.7,7
1866,0.8441558441558441,-0.4126984126984127,24,154,89,63,4,6,24,0.04219388961791992,line,pyzx,0.7,7
1867,0.9090909090909091,0.6507936507936508,14,154,22,63,4,6,6,0.005795955657958984,line,tket,0.7,7
1868,0.5054945054945055,0.0,90,182,63,63,4,7,0,0.040585994720458984,line,divide_fast,0.7,7
1869,0.4175824175824176,0.0,106,182,63,63,4,7,0,1.8531699180603027,line,pauli_opt,0.7,7
1870,0.8736263736263736,-0.42857142857142855,23,182,90,63,4,7,4,0.04125690460205078,line,pyzx,0.7,7
1871,0.8736263736263736,0.6507936507936508,23,182,22,63,4,7,6,0.006969928741455078,line,tket,0.7,7
1872,-0.125,0.0,126,112,42,42,4,8,0,0.03233194351196289,line,divide_fast,0.7,7
1873,0.6964285714285714,0.0,34,112,42,42,4,8,0,1.5970649719238281,line,pauli_opt,0.7,7
1874,0.9642857142857143,-0.42857142857142855,4,112,60,42,4,8,4,0.023058176040649414,line,pyzx,0.7,7
1875,0.9642857142857143,0.47619047619047616,4,112,22,42,4,8,4,0.004762887954711914,line,tket,0.7,7
1876,0.5054945054945055,0.0,90,182,63,63,4,9,0,0.04103899002075195,line,divide_fast,0.7,7
1877,0.4175824175824176,0.0,106,182,63,63,4,9,0,1.798671007156372,line,pauli_opt,0.7,7
1878,0.8736263736263736,-0.42857142857142855,23,182,90,63,4,9,4,0.04093432426452637,line,pyzx,0.7,7
1879,0.8736263736263736,0.6507936507936508,23,182,22,63,4,9,6,0.006989955902099609,line,tket,0.7,7
1880,0.5408163265306123,0.0,90,196,70,70,4,10,0,0.04583883285522461,line,divide_fast,0.7,7
1881,0.2653061224489796,0.0,144,196,70,70,4,10,0,1.9031670093536377,line,pauli_opt,0.7,7
1882,0.8877551020408163,-0.22857142857142856,22,196,86,70,4,10,0,0.04507923126220703,line,pyzx,0.7,7
1883,0.9387755102040817,0.7,12,196,21,70,4,10,2,0.005869150161743164,line,tket,0.7,7
1884,0.42857142857142855,0.0,88,154,63,63,4,11,0,0.040266990661621094,line,divide_fast,0.7,7
1885,0.5064935064935064,0.0,76,154,63,63,4,11,0,1.7290270328521729,line,pauli_opt,0.7,7
1886,0.8441558441558441,-0.4126984126984127,24,154,89,63,4,11,24,0.04264092445373535,line,pyzx,0.7,7
1887,0.9090909090909091,0.6507936507936508,14,154,22,63,4,11,6,0.005982160568237305,line,tket,0.7,7
1888,0.3333333333333333,0.0,56,84,56,56,4,12,0,0.03319811820983887,line,divide_fast,0.7,7
1889,0.2857142857142857,0.0,60,84,56,56,4,12,0,1.4877738952636719,line,pauli_opt,0.7,7
1890,0.47619047619047616,-0.9642857142857143,44,84,110,56,4,12,14,0.04025101661682129,line,pyzx,0.7,7
1891,0.7738095238095238,0.5535714285714286,19,84,25,56,4,12,15,0.0071108341217041016,line,tket,0.7,7
1892,0.2857142857142857,0.0,70,98,49,49,4,13,0,0.032621145248413086,line,divide_fast,0.7,7
1893,0.5306122448979592,0.0,46,98,49,49,4,13,0,1.5546748638153076,line,pauli_opt,0.7,7
1894,0.4387755102040816,-1.510204081632653,55,98,123,49,4,13,33,0.03626132011413574,line,pyzx,0.7,7
1895,0.8571428571428571,0.46938775510204084,14,98,26,49,4,13,8,0.005949258804321289,line,tket,0.7,7
1896,0.4444444444444444,0.0,70,126,63,63,4,14,0,0.1341090202331543,line,divide_fast,0.7,7
1897,0.2698412698412698,0.0,92,126,63,63,4,14,0,1.838582992553711,line,pauli_opt,0.7,7
1898,0.7777777777777778,-0.4126984126984127,28,126,89,63,4,14,7,0.04157304763793945,line,pyzx,0.7,7
1899,0.8412698412698413,0.6507936507936508,20,126,22,63,4,14,4,0.00652623176574707,line,tket,0.7,7
1900,0.0,0.0,42,42,49,49,4,15,0,0.029017925262451172,line,divide_fast,0.7,7
1901,0.0,0.0,42,42,49,49,4,15,0,1.2584807872772217,line,pauli_opt,0.7,7
1902,-0.11904761904761904,-1.489795918367347,47,42,122,49,4,15,17,0.033770084381103516,line,pyzx,0.7,7
1903,0.8571428571428571,0.4489795918367347,6,42,27,49,4,15,0,0.00568389892578125,line,tket,0.7,7
1904,0.4,0.0,84,140,56,56,4,16,0,0.0353999137878418,line,divide_fast,0.7,7
1905,0.5714285714285714,0.0,60,140,56,56,4,16,0,1.9404070377349854,line,pauli_opt,0.7,7
1906,0.7142857142857143,-0.8571428571428571,40,140,104,56,4,16,13,0.038156986236572266,line,pyzx,0.7,7
1907,0.8857142857142857,0.5535714285714286,16,140,25,56,4,16,10,0.00669097900390625,line,tket,0.7,7
1908,0.2857142857142857,0.0,100,140,56,56,4,17,0,0.03422713279724121,line,divide_fast,0.7,7
1909,0.37142857142857144,0.0,88,140,56,56,4,17,0,1.7250397205352783,line,pauli_opt,0.7,7
1910,0.6857142857142857,-0.9642857142857143,44,140,110,56,4,17,14,0.038207054138183594,line,pyzx,0.7,7
1911,0.8285714285714286,0.5714285714285714,24,140,24,56,4,17,2,0.007254600524902344,line,tket,0.7,7
1912,0.4444444444444444,0.0,70,126,63,63,4,18,0,0.03988766670227051,line,divide_fast,0.7,7
1913,0.19047619047619047,0.0,102,126,63,63,4,18,0,1.8603520393371582,line,pauli_opt,0.7,7
1914,0.7777777777777778,-0.4126984126984127,28,126,89,63,4,18,7,0.04168200492858887,line,pyzx,0.7,7
1915,0.8412698412698413,0.6507936507936508,20,126,22,63,4,18,4,0.006616115570068359,line,tket,0.7,7
1916,0.0,0.0,56,56,42,42,4,19,0,0.027846813201904297,line,divide_fast,0.7,7
1917,0.39285714285714285,0.0,34,56,42,42,4,19,0,1.4672279357910156,line,pauli_opt,0.7,7
1918,0.6607142857142857,-0.8571428571428571,19,56,78,42,4,19,7,0.025564193725585938,line,pyzx,0.7,7
1919,0.9285714285714286,0.47619047619047616,4,56,22,42,4,19,2,0.004634857177734375,line,tket,0.7,7
1920,0.0,0.0,12,12,10,10,4,0,0,0.01988983154296875,fully_connected,divide_fast,0.9,1
1921,-0.3333333333333333,0.0,16,12,10,10,4,0,0,1.6073400974273682,fully_connected,pauli_opt,0.9,1
1922,0.0,-7.5,12,12,85,10,4,0,0,0.014351129531860352,fully_connected,pyzx,0.9,1
1923,0.5,-1.9,6,12,29,10,4,0,0,0.005491971969604492,fully_connected,tket,0.9,1
1924,0.0,0.0,10,10,9,9,4,1,0,0.016981124877929688,fully_connected,divide_fast,0.9,1
1925,-0.2,0.0,12,10,9,9,4,1,0,1.5493381023406982,fully_connected,pauli_opt,0.9,1
1926,-0.2,-8.88888888888889,12,10,89,9,4,1,0,0.014438152313232422,fully_connected,pyzx,0.9,1
1927,0.2,-2.111111111111111,8,10,28,9,4,1,0,0.005445718765258789,fully_connected,tket,0.9,1
1928,0.0,0.0,8,8,8,8,4,2,0,0.014180183410644531,fully_connected,divide_fast,0.9,1
1929,0.0,0.0,8,8,8,8,4,2,0,1.347532033920288,fully_connected,pauli_opt,0.9,1
1930,-0.5,-10.125,12,8,89,8,4,2,0,0.013247251510620117,fully_connected,pyzx,0.9,1
1931,0.0,-2.25,8,8,26,8,4,2,0,0.005124807357788086,fully_connected,tket,0.9,1
1932,0.0,0.0,8,8,8,8,4,3,0,0.01435995101928711,fully_connected,divide_fast,0.9,1
1933,0.0,0.0,8,8,8,8,4,3,0,1.3677120208740234,fully_connected,pauli_opt,0.9,1
1934,-0.875,-13.0,15,8,112,8,4,3,0,0.014884710311889648,fully_connected,pyzx,0.9,1
1935,0.25,-2.5,6,8,28,8,4,3,0,0.0054857730865478516,fully_connected,tket,0.9,1
1936,0.0,0.0,12,12,10,10,4,4,0,0.01990199089050293,fully_connected,divide_fast,0.9,1
1937,0.0,0.0,12,12,10,10,4,4,0,1.4412987232208252,fully_connected,pauli_opt,0.9,1
1938,0.0,-7.5,12,12,85,10,4,4,0,0.014461994171142578,fully_connected,pyzx,0.9,1
1939,0.5,-1.9,6,12,29,10,4,4,0,0.005461931228637695,fully_connected,tket,0.9,1
1940,0.0,0.0,12,12,10,10,4,5,0,0.019953012466430664,fully_connected,divide_fast,0.9,1
1941,-0.16666666666666666,0.0,14,12,10,10,4,5,0,1.5596258640289307,fully_connected,pauli_opt,0.9,1
1942,0.0,-7.5,12,12,85,10,4,5,0,0.015094757080078125,fully_connected,pyzx,0.9,1
1943,0.5,-1.9,6,12,29,10,4,5,0,0.005428314208984375,fully_connected,tket,0.9,1
1944,0.0,0.0,8,8,8,8,4,6,0,0.014135122299194336,fully_connected,divide_fast,0.9,1
1945,0.0,0.0,8,8,8,8,4,6,0,1.3318538665771484,fully_connected,pauli_opt,0.9,1
1946,-1.0,-12.875,16,8,111,8,4,6,0,0.014621973037719727,fully_connected,pyzx,0.9,1
1947,-0.25,-2.625,10,8,29,8,4,6,0,0.0058748722076416016,fully_connected,tket,0.9,1
1948,0.0,0.0,10,10,9,9,4,7,0,0.016897201538085938,fully_connected,divide_fast,0.9,1
1949,0.0,0.0,10,10,9,9,4,7,0,1.3926851749420166,fully_connected,pauli_opt,0.9,1
1950,-0.1,-8.333333333333334,11,10,84,9,4,7,0,0.01381683349609375,fully_connected,pyzx,0.9,1
1951,0.2,-2.111111111111111,8,10,28,9,4,7,0,0.005501747131347656,fully_connected,tket,0.9,1
1952,0.0,0.0,10,10,9,9,4,8,0,0.01695990562438965,fully_connected,divide_fast,0.9,1
1953,-0.2,0.0,12,10,9,9,4,8,0,1.424604892730713,fully_connected,pauli_opt,0.9,1
1954,0.0,-7.666666666666667,10,10,78,9,4,8,0,0.01349020004272461,fully_connected,pyzx,0.9,1
1955,0.2,-2.111111111111111,8,10,28,9,4,8,0,0.005520820617675781,fully_connected,tket,0.9,1
1956,0.0,0.0,12,12,10,10,4,9,0,0.020045042037963867,fully_connected,divide_fast,0.9,1
1957,0.0,0.0,12,12,10,10,4,9,0,1.5702650547027588,fully_connected,pauli_opt,0.9,1
1958,0.0,-7.5,12,12,85,10,4,9,0,0.014472007751464844,fully_connected,pyzx,0.9,1
1959,0.5,-1.9,6,12,29,10,4,9,0,0.0055730342864990234,fully_connected,tket,0.9,1
