,two_qubit_reduction,one_qubit_reduction,cx_count_out,cx_count_in,one_qubit_count_out,one_qubit_count_in,n_qubits,n_rep,non_matching_cx,time_diff,arch,algorithm,n_pgs,max_legs
0,0.65,0.1875,42,120,65,80,4,12,0,0.7664577960968018,fully_connected,divide_fast,16,3
1,0.5666666666666667,0.125,52,120,70,80,4,12,0,1.7391436100006104,fully_connected,pauli_opt,16,3
2,0.475,-6.475,63,120,598,80,4,12,0,0.1207268238067627,fully_connected,pyzx,16,3
3,0.5,-2.725,60,120,298,80,4,12,0,0.02384328842163086,fully_connected,tket,16,3
4,0.7333333333333333,0.375,56,210,50,80,4,13,0,0.04707980155944824,fully_connected,divide_fast,16,3
5,0.819047619047619,0.375,88,210,50,80,4,13,0,2.2755439281463623,fully_connected,pauli_opt,16,3
6,0.8047619047619048,-2.0375,41,210,243,80,4,13,0,0.04027962684631348,fully_connected,pyzx,16,3
7,0.6952380952380952,-1.225,64,210,178,80,4,13,0,0.009398221969604492,fully_connected,tket,16,3
8,0.44545454545454544,0.125,122,220,70,80,4,12,0,0.052117109298706055,line,divide_fast,16,3
9,0.39090909090909093,0.125,84,220,70,80,4,12,20,2.110944986343384,line,pauli_opt,16,3
10,0.5181818181818182,-4.025,106,220,402,80,4,12,49,0.04660320281982422,line,pyzx,16,3
11,0.33181818181818185,-2.5125,147,220,281,80,4,12,83,0.018085718154907227,line,tket,16,3
12,0.64,0.375,90,250,50,80,4,13,0,0.039778709411621094,line,divide_fast,16,3
13,0.856,0.375,66,250,50,80,4,13,10,1.9366939067840576,line,pauli_opt,16,3
14,0.64,-2.875,90,250,310,80,4,13,47,0.03602099418640137,line,pyzx,16,3
15,0.616,-1.725,96,250,218,80,4,13,70,0.013954877853393555,line,tket,16,3
16,0.5416666666666666,0.1875,110,240,65,80,4,12,0,0.051966190338134766,square,divide_fast,16,3
17,0.5916666666666667,0.125,128,240,70,80,4,12,0,2.1050820350646973,square,pauli_opt,16,3
18,0.5958333333333333,-3.375,97,240,350,80,4,12,0,0.06660103797912598,square,pyzx,16,3
19,0.4041666666666667,-1.8,143,240,224,80,4,12,0,0.022538185119628906,square,tket,16,3
20,0.22727272727272727,0.0,170,220,80,80,4,13,0,0.05589175224304199,square,divide_fast,16,3
21,0.6909090909090909,0.0,128,220,80,80,4,13,0,2.1660470962524414,square,pauli_opt,16,3
22,0.31363636363636366,-7.15,151,220,652,80,4,13,71,0.07148361206054688,square,pyzx,16,3
23,0.013636363636363636,-4.25,217,220,420,80,4,13,122,0.03899431228637695,square,tket,16,3
24,0.62,0.0625,114,300,75,80,4,12,0,0.05620837211608887,fully_connected,divide_fast,16,4
25,0.7,0.0,120,300,80,80,4,12,0,2.8627753257751465,fully_connected,pauli_opt,16,4
26,0.7266666666666667,-4.7875,82,300,463,80,4,12,0,0.07242870330810547,fully_connected,pyzx,16,4
27,0.56,-2.9375,132,300,315,80,4,12,0,0.016722440719604492,fully_connected,tket,16,4
28,0.6,0.0,112,280,80,80,4,13,0,0.059705495834350586,fully_connected,divide_fast,16,4
29,0.7142857142857143,-0.125,140,280,90,80,4,13,0,2.443491220474243,fully_connected,pauli_opt,16,4
30,0.675,-6.525,91,280,602,80,4,13,0,0.07490658760070801,fully_connected,pyzx,16,4
31,0.4107142857142857,-4.525,165,280,442,80,4,13,0,0.023359298706054688,fully_connected,tket,16,4
32,0.312,0.0,172,250,80,80,4,12,0,0.057037353515625,line,divide_fast,16,4
33,0.288,-0.1875,148,250,95,80,4,12,30,2.224931240081787,line,pauli_opt,16,4
34,0.172,-6.0,207,250,560,80,4,12,95,0.07810497283935547,line,pyzx,16,4
35,-0.012,-3.6375,253,250,371,80,4,12,160,0.027275800704956055,line,tket,16,4
36,0.4068965517241379,0.1875,172,290,65,80,4,13,0,0.052706241607666016,line,divide_fast,16,4
37,0.7103448275862069,0.125,124,290,70,80,4,13,10,1.8816871643066406,line,pauli_opt,16,4
38,0.27241379310344827,-6.025,211,290,562,80,4,13,80,0.0660409927368164,line,pyzx,16,4
